Column 1

CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV100H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV102H1F
CIV220H1F
CIV220H1F
CIV220H1F
CIV220H1F
CIV220H1F
CIV220H1F
CIV220H1F
CIV280H1F
CIV280H1F
CIV280H1F
CIV280H1F
CIV282H1F
CIV282H1F
CIV282H1F
CIV282H1F
CIV282H1F
CIV282H1F
CIV300H1F
CIV300H1F
CIV300H1F
CIV300H1F
CIV300H1F
CIV300H1F
CIV300H1F
CIV300H1F
CIV300H1F
CIV312H1F
CIV312H1F
CIV312H1F
CIV312H1F
CIV331H1F
CIV331H1F
CIV331H1F
CIV331H1F
CIV342H1F
CIV342H1F
CIV342H1F
CIV342H1F
CIV342H1F
CIV342H1F
CIV375H1F
CIV375H1F
CIV375H1F
CIV375H1F
CIV375H1F
CIV375H1F
CIV382Y1Y
CIV401H1F
CIV401H1F
CIV416H1F
CIV416H1F
CIV416H1F
CIV420H1F
CIV420H1F
CIV420H1F
CIV460H1F
CIV460H1F
CIV514H1F
CIV514H1F
CIV514H1F
CIV515H1F
CIV515H1F
CIV515H1F
CIV517H1F
CIV517H1F
CIV517H1F
CIV519H1F
CIV519H1F
CIV521H1F
CIV521H1F
CIV521H1F
CIV531H1F
CIV531H1F
CIV531H1F
CIV549H1F
CIV549H1F
CIV549H1F
CIV550H1F
CIV550H1F
CIV550H1F
CIV550H1F
CIV575H1F
CIV575H1F
CIV575H1F
CIV578H1F
CIV578H1F
CIV578H1F

CME210H1F
CME210H1F
CME210H1F
CME210H1F
CME210H1F
CME210H1F
CME261H1F
CME261H1F
CME261H1F
CME261H1F
CME261H1F
CME261H1F
CME270H1F
CME270H1F
CME270H1F
CME270H1F
CME270H1F
CME270H1F
CME270H1F
CME321H1F
CME321H1F
CME321H1F
CME321H1F
CME321H1F
CME321H1F
CME368H1F
CME368H1F
CME368H1F
CME368H1F
CME525H1F
CME525H1F
CME525H1F

ECE201H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE212H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE241H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE244H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE253H1F
ECE302H1F
ECE302H1F
ECE302H1F
ECE302H1F
ECE302H1F
ECE302H1F
ECE302H1F
